urls,programname,programstatus,programshortdesc,programsummary,programhosts,programtopics,programgenres
http://kboo.fm/program/radio-lost-and-found,Radio Lost and Found,Current,Radio Lost and Found,"""Attention Everyone.  The unpleasant noise you are about to hear coming from your radio is not a mistake. Please do not turn off your radio, but turn up the volume on your receiver as high as it can go, so we can make the sound we broadcast as loud as possible."" 

A two hour free form mix of music, found sounds, spoken words, strange sounds, sometimes interrupted by me telling you what music, found sounds, spoken words, strange sounds you've been listening to.

Sometimes with guests and sometimes with just me and my records, tapes, CDs, etc.

This show features sounds for advanced listeners, so at times can be difficult, unpleasant, ugly and may contain ideas from the darkest reaches of humanity's hellish collective mind. Listener discretion strongly advised.

Radio Lost and Found Website | Show archives | Podcast
","[""Rich""]","[""Music""]","[""Eclectic"", ""Electronic"", ""Experimental"", ""Live Performance"", ""Punk"", ""Spoken Arts""]"
http://kboo.fm/program/radio-under-influence,Radio under the Influence,Current,Questionable Content,"Every Thursday from 3:00 AM to 5:30 AM.
Questionable content from the A.V. Squad
 
","[""A.V. Squad""]",[],"[""Eclectic""]"
http://kboo.fm/program/radiozine,Radiozine,Current,A variety of intriguing Public Affairs programming,"Tune in to KBOO's Morning Radiozine for intriguing Public Affairs programming every Monday through Friday!
 ","[""Kathleen Stephenson""]",[],[]
http://kboo.fm/program/recovery-zone,Recovery Zone,Current,Healing Our World,"Every 4th Wednesday of each month, from 11:00 to 11:30 in the morning.

 Healing Our World

Everywhere we look we see a world in trouble--environmental degradation; war, torture and militarism; corporate greed, poverty and economic injustice;  a negligent media--and all of it intertwined.  Yet there are also people dedicated to solving these problems--working on them from every possible angle.  They are part of a leaderless, bottom up, grass roots social movement manifesting itself in a myriad of ways. Paul Hawken describes this movement as humanity's ""immune response""  to the sickness that pervades our world -- ""social antibodies attaching themselves to the pathologies of power.""  The Recovery Zone gives voice to these healers. Tune in or check it out in the KBOO archives.
","[""Stephanie Potter""]",[],[]
http://kboo.fm/program/red-eye-sunrise,Red Eye Sunrise,Current,Night Music,"Airs 12:00am (midnight) to 3:00am Wednesdays. Alternates weekly with Somethin or Other.

""A Late Night Radio Show that plays Night Music:
Music that wakes up when the sun goes down
Music that sounds like the electronic building blocks of society
Music that makes you remember to never forget
Music that draws you to the light on that intercontinental flight
It's That Show.""

That was the original pitch for Red Eye Sunrise, and the show continues on its pursuit of crafting eclectic soundtracks from electronic bands and artists from the late 1970s to today. Typically broken into three segments, the first hour tends to skew upbeat alternative electronic dance, ranging from deep house to tech house, from electro to nu disco. The second segment gets deeper, darker, and more introspective, where you might hear an early 1980s synthetic torch song in between a trip hop classic and something from DFA. The third hour generally comes from Guilterre's own vinyl vault, where, let's face it, there's a lot of 1980s extended remixes in there...

Frequent guest DJs mix things up a bit.

About the host: Producer/DJ Charles Guilterre has called creative hotspots NYC and LA as home. Widely known for his Hump Wednesday parties in New York City's East Village in the late 1990s, his electronic sound incorporates elements of lounge, experimental, electro, synthwave, heady house, and a hint of industrial, the latter heavily influenced by music from Chicago's WaxTrax! label from the mid-1980s. He currently lives in Portland, OR, collaborating on house production/remixing projects as part of his House of Fronds production team/label, and is in the studio working on a new release for his experimental electro outfit Fallen Fronds. 

Contact: 

twitter/@HouseofFronds

soundcloud/houseoffronds

mixcloud/houseoffronds

gmail/fallenfronds

facebook/fallenfronds
","[""guilterre""]",[],[]
http://kboo.fm/program/right-2-survive,Right 2 Survive,Current,Confronting the housing crisis and organizing housing activists to address systemic inequalities,"Every 2nd Wednesday of the month from 6:00pm to 7:00pm.

Confronting the housing crisis and organizing housing activists to address systemic inequalities
","[""Right 2 Survive""]",[],[]
http://kboo.fm/program/rise-when-rooster-crows,Rise when the Rooster Crows,Current,Traditional american music,"Every Thursday from 5:30am to 7:00am.
Folk and traditional musics from a variety of sources including early country recordings from the 20s and 30s6/6/2013 Playlist 6/20/2013 Playlist 
","[""Gordon Euler"", ""Jonathan Lay"", ""Paul Roland"", ""John Kellermann""]",[],[]
http://kboo.fm/program/roots-rock-roll,Roots of Rock & Roll,Current,Vintage Recordings from the Birth Of Rock N' Roll.,"Every Friday from 3:00pm to 4:00pm.
Rare & Vintage recordings of Rhythm & Blues, Jump Blues, Rockabilly and ""Doo-Wop"" from the ""Birth Of Rock N' Roll"" thru the 50's and early 60's.  With your alternate Hosts:  Dale Farr, and Mahatma Jones
","[""dalefarr"", ""mahatma jones""]",[],[]
http://kboo.fm/program/rose-city-native-radio,Rose City Native Radio,Current,Rose City Native Radio,"Every Thursday from 6:00pm to 7:00pm. 

Rose City Native Radio is a native youth music and public affairs show that airs every Thursday 6-7PM. It features local and national native issues and contemparary native music.  For updates and more info on shows check out our facebook. If you know of any local native events or people you think would be good to have on the show you can email us at PDXnativeradio@gmail.com

 

 

 
","[""Jackie M""]",[],[]
http://kboo.fm/program/shocks-sheba,Shocks of Sheba,Current,The best in Reggae music ,"Thursdays from 12:00pm (noon) to 2:00pm. Alternates weekly with World Beat Connection.

Top Ranking reggae music for your listening pleasure. 

From Abyssinians and Alborosie to Zap Pow and Zumjay, Shocks of Sheba brings nothing but great reggae music.

Listen instantly now, or download shows for later:  shocksofsheba.podomatic.com

 

 


","[""Michele Wellnitz"", ""Teresa Kozic""]",[],"[""Afro-Caribbean"", ""Reggae - Caribbean"", ""World - Ethnic""]"
http://kboo.fm/program/somethin-or-other,Somethin' Or Other,Current,"A free-form mix of rock, blues, folk, jazz, reggae and anything else that sounds good "," 

Every 1st and 3rd Wednesday from midnight to 3 am

The world of music is literally just steps away as DJ Rock Solid and his comfortable footwear tackle the KBOO music library to bring you a free-form mix of rock, blues, folk, jazz, reggae and anything else that sounds good in the middle of the freakin' night.
","[""Rock Bergeron""]",[],"[""Jazz"", ""Rock and Roll"", ""Blues"", ""Afro-Caribbean""]"
http://kboo.fm/program/sounds-unsound,Sounds Unsound,Current,"Experimental, avant-rock, free jazz/rock/folk, psychedelic, noise, cutups, drone, electronic...","Every 2nd and 4th Sunday from 12:00 am to 3:00 am
Old and obscure recordings and new releases. 
","[""Rolf Semprebon""]",[],"[""Eclectic"", ""Electronic"", ""Jazz"", ""Folk"", ""Experimental"", ""Punk"", ""World - Ethnic"", ""Rock and Roll""]"
http://kboo.fm/program/special-programming-music,Special Programming: Music,Current,A variety of music specials aired throughout the year.,A variety of music specials aired throughout the year.,[],[],[]
http://kboo.fm/program/special-programming-other,Special Programming: Other,Current,"A variety of non-music, non-public affairs specials aired throughout the year.","A variety of non-music, non-public affairs specials aired throughout the year.",[],[],[]
http://kboo.fm/program/special-programming-public-affairs,Special Programming: Public Affairs ,Current,Specials that feature incisive interviews and speeches.,"",[],[],[]
http://kboo.fm/program/stage-and-studio,Stage and Studio,Current,"A weekly live show featuring best of performing, literary and media arts in Portland and beyond.","Every Tuesday from 11:00am to 11:30am. 

Host/Producer Dmae Roberts.  Aired Live from the KBOO studio.

Each week Dmae Roberts talks with performing, literary and media artists from the Portland Metro area as well as around the Northwest.  As a two-time Peabody award-winning radio producer and writer, Roberts brings national quality to regional arts scene. Dmae often features her national radio work on Stage and Studio.If you have an event please send an email to stagenstudio@aol.com two months before your event.   The earlier the better!

 Also join the SNS Facebook page. 

And check out the official Stage and Studio website.

 

 
","[""Dmae Roberts""]",[],[]
http://kboo.fm/program/sub-human-intellect-theater,Sub-Human Intellect Theater,Current,Sub-Human Intellect Theater,"Every 2nd Monday of the month from 11:00pm to 12:00am.

Sub-Human Intellect Theater is back on the air at KBOO!

Making radio sound like a child's play.
Follow the show on Facebook for all the latest news and clips from previous episodes, as well as stream full episodes on Mixcloud.


 
",[],[],[]
http://kboo.fm/program/sudden-radio-project,Sudden Radio Project,Current,"Sudden Radio Project tonight presents Please/Disturb, a radio play by Sharon Porter McAllister","Last Monday of every month, 11:00pm to 12:00am.Tune in the Fourth Monday of every month for a new episode! 
","[""Alexander Lumiere"", ""toddg""]",[],[]
http://kboo.fm/program/swing-n-country,Swing 'n' Country,Current,Country Swing,"Every Saturday from 6:00am to 9:00am. 

1st Saturday -Michael Helwig - Playing a mix of country, western, western swing, folk, gospel and rockabilly.
	2nd Saturday - Gary Baysinger - Cowboy Blues
	3rd Saturday - Wayne and Kathy - Variety of Country, Western, Western Swing, Country Folk, Country Blues, Bluegrass, Rockabilly and Americana Music
	4th Saturday - Rotating special guests
	5th Saturday - Gary Baysinger - Western swing and Eastern philosophy, the yin and the yang and the bang-bang.
 

 

 
","[""Michael Helwig"", ""Gary Baysinger"", ""Wayne Johnson""]",[],"[""Country""]"
http://kboo.fm/program/talk-radio,Talk Radio,Current,Talk Radio,"",[],[],[]
http://kboo.fm/program/talking-earth,Talking Earth,Current,"Poetry, spoken arts, prose","Every 2nd and 3rd Monday of the month from 10:00pm to 11:00pm. 

kboo.fm/blog/856
","[""Barbara LaMorticella"", ""patb""]",[],[]
http://kboo.fm/program/abe-and-joe-talk-radio-show,The Abe and Joe Talk Radio Show,Current,Call-in Talk Radio,"Every Tuesday from 8:00am to 9:00am.
Call-in talk radio covering politics, history, and the state of the zeitgeist, with a liberal dose of listener comments. 
","[""Abe"", ""Joe Uris""]","[""Race"", ""LGBTQ"", ""Police"", ""Youth"", ""Legislation"", ""War/Peace"", ""Women"", ""Law/Court/Crime"", ""Corporations"", ""Economy"", ""Education"", ""Energy/Natural Resources"", ""Community Building"", ""Civil Rights/Human Rights"", ""Civil Liberties"", ""Activism"", ""Environment/Climate"", ""Humor"", ""Housing/Homelessness"", ""History"", ""Immigration"", ""Labor"", ""Health"", ""Government/Politics"", ""Food"", ""Global Affairs"", ""Gender"", ""Faith/Religion/Spirituality""]",[]
http://kboo.fm/program/asterism-rest-area,The Asterism Rest Area,Current,"Mixtapes, Mistakes & other stops along the celestial highway.","Fridays from 12:00am (midnight) to 3:00am. Alternates weekly with The Sacred Circle ""Temenos""

 It's Infinitely Late at Night...you're still Awake?  Perhaps barely waking...  Whatever the reason, tune into the Rest Area for an ever-changing mix of popular song, noise, and the great expanse in between, played on every format from 78rpm to .mp3 .

Email theme suggestions to: jon(dot)wohlfert(at)gmail(dot)com

 

 

And for the curious:

as·ter·ism/ˈastəˌrizəm/

Noun:
			
			
						A prominent pattern or group of stars, typically having a popular name but smaller than a constellation.
							A group of three asterisks (***) drawing attention to following text.
						
					
		 
","[""Jon Wohlfert""]",[],[]
http://kboo.fm/program/bike-show,The Bike Show,Current,We bring you news and views of cycling in Portland and beyond.,"Every 1st Wednesday of the month from 11:00am to 12:00pm (noon). 

Whether you haven't pushed a pedal since you were a kid or logged thousands of miles in the past year, we present something for every listener.

We take an in-depth look at cycling and transportation as they affect our everyday lives, with live interviews of newsmakers in recreation, transportation, politics, business and finance, equity, public health, economic development, and the very special culture of bike fun that thrives in Portland.

Join us live the first Wednesday of every month from 11:00 am to noon, or listen anytime at BikeShow.PortlandTransport.com.

Other ways to join us:

Facebook: KBOO Bike Show CommunityTwitter: @KBOObikeiTunes (podcast!): http://bit.ly/NzxJGr
","[""Tori Bortman"", ""Meghan Keys"", ""tcinpdx74"", ""Alon Raab""]",[],[]
http://kboo.fm/program/blooming-universe,The Blooming Universe,Current,Music Music all kinds of music,"Every other Wednesday from 3:00 am - 5:30 am

Music Music all kinds of music
","[""kabloom""]",[],[]
http://kboo.fm/program/confessional,The Confessional,Current,Talk Radio with La Contessa de la Luna. Guilt Shame Fear Forgiveness Minor Felonies 503-231-8187,"Every Sunday from 12:00am to 2:00am. 


Each of us has secrets, guilt, and shame we carry with us. These little (and sometimes big) secrets weigh us down, hold us back from reaching our own individual potential. Sometimes we hide these secrets to avoid being judged by others, sometimes we hide them to stay out of prison.
The fear of being discovered can lead to highly orchestrated daily activities to avoid being exposed, or it can hold one back from realizing true intimacy with others.
Share you secrets, joys, fears and minor felonies live on air with Contessa de la Luna in The Confessional, every Sunday, starting at Midnight on KBOO 90.7 or kboo.fm on internet.

503-231-8187

Learn more about Contessa de la Luna at www.Contessaluna.com
Follow on Facebook at https://www.facebook.com/contessaluna
Twitter @contessaluna
Email: contessaluna@gmail.com

""You are a child of the Universe, no less than the moon and the stars; you have a right to be here. And whether or not it is clear to you, no doubt the Universe is unfolding as it should."" -- Max Ehrmann


	 
	 
	 
	 


 
","[""Contessa de la Luna""]","[""Radio Theater"", ""Music"", ""Community Building"", ""Humor"", ""Faith/Religion/Spirituality""]","[""Eclectic"", ""Electronic"", ""Experimental"", ""Live Performance"", ""Radio Theatre"", ""Spoken Arts""]"
http://kboo.fm/program/dawn-patrol-variety-hours,The Dawn Patrol Variety Hour(s),Current,Eclectic mix highlighting local music acts and banter on all things Portland.,"Fridays from 3:00am to 5:30am. Alternates weekly with City of Women. 

Nick Towle and Logan Manser are originally from California

and Alaska, respectively. They took markedly different paths that led them to

here, but both ended up in the Rose City for their mutual love of all things

Portland. They highlight some of those loves in their radio program, playing and

reviewing music by local acts, and speaking on local events and topics. Their

music is as eclectic as the residents of this city, often highlighting shows that are

current in the local music scene. The Dawn Patrol began three years ago at

Burning Man and has culminated in this early morning radio show. Sit back,

relax, and let these two take you on a beautiful early morning joy ride.
","[""dawnpatrol""]",[],[]
http://kboo.fm/program/digital-divide,The Digital Divide,Current,"Analyzing how to use science, medicine & technology to benefit society and keep it from harming us.","Every 2nd Friday of the month, from 11:00am to 12:00pm (noon).

How do the latest technologies affect our communities? How can we use science to benefit society and how do we keep it from harming us?

KBOO's The Digital Divide attempts to answer these questions and ask a few of our own through interviews, recordings, and commentary. The show touches upon such issues as open source, privacy, transparency, intellectual property, free speech, accessibility, hacking, net neutrality, file sharing, piracy, social networking, pollution, bioethics and more.
","[""Rabia Yeaman""]",[],[]
http://kboo.fm/program/dirtbag,The Dirtbag,Current,Gardening,"Every 2nd Wednesday of the month, from 11:00am to 12:00pm (noon).
","[""Glen Andresen""]",[],[]
http://kboo.fm/program/film-show,The Film Show,Current,The Film Show features news and interviews about the independent film scene in Portland,"Every 4th Thursday of the month, from 11:30am to 12:00pm (noon).

The Film Show is KBOO's lens on the local and independent film scene, airing the Fourth Thursday of each month from 11:30am to noon.

Formerly known as Behind the Screen, the name of the show has changed but not the mission!  We hope you'll visit the prior audio archives from 2009 to 2011 at kboo.fm/BehindtheScreen.

The Film Show appreciates the ongoing support and collaboration of the local production community, most notably the Oregon Media Production Association.


","[""S.W. Conser"", ""Jenn Chavez""]",[],[]
http://kboo.fm/program/gospel-and-more-program,The Gospel and More Program,Current,"We Play the best in Gospel,  Gospel Jazz, and Contemporary Spiritual","Airs Sunday mornings from 6:00 to 8:00 AM

You can contact me JJ Johnson @ kboogospelandmore@gmail.com

 The Gospel and more program we support the food and clothes pantrys in our community,if you need food or clothing you can call the Oregon Food Bank @ 503-282 0555 and they will direct to the the nearest pantry in your area.

 
","[""JJ Johnson""]",[],[]
http://kboo.fm/program/holy-crowley-hour-or-two,"The Holy Crowley Hour, Or Two",Current,Under the influence... as they say.,"Every 5th Monday of the month from 10:00pm to 12:00am Tuesday.

Many of our late-night deejays have been accused of belonging to a cult led by Aleister Crowley. That's only half right. We're member of a cult, and this cult is led by a Crowley, however, it's not Aleister. Rather it’s his brother Carl. Carl Crowley. Carl is Aleister’s little-known brother, and that’s just the way he wants it.
We say and play what Carl Crowley tells us to say and play. It’s fortunate for you, the listener, that he has a good sense of humor. We'll be playing radio comedy and odd audio pieces that are good for a few laughs. I think you’ll enjoy it. And, if I were you, I'd enjoy it.
","[""Ken Jones""]",[],[]
http://kboo.fm/program/melting-pot,The Melting Pot,Current,The Melting Pot fuses elements of Electronica with instruments and vocals from various cultures.,"Tuesdays from 8:00pm to 10:00pm.
Tune in Tuesd​ays from 8-10 pm onlin​e @ ​90.​​7fm in Portland Or, www.KBOO.​​FM/listen. ""The Melti​ng Pot fuses​ Eleme​nts of Elect​ronic​a with Samples, Instrument​s and Vocal​s from across the continents.​​ It showc​ases Djs, Produ​cers,​​ and Electronic Artis​ts from aroun​d the globe​ with a featu​red artis​t every​ week.""​
 
Nightmares On Wax, Govinda, SubSwara, Pretty Lights, Marc Farina, Nickodemus, SIXIS, Kaminanda, SaQi, Desert Dwellers, Bird of Prey, J-pod, Russ Liquid, Reva Devito, A.G.F.A, Sinjin Hawke, Mustard Tiger, DEFUNK, J-boogie, ESKMO, Empresarios, Filistine, Plumblyne, Thunderball, Amp Live, Govinda, Shen, Beats Antique, Bluetech, Saqui, The Great Mundane, Opiuo,  Mochipet, Dj Vadim, Zap Mama, Wax Tailor, Balkan Beat Box, Vibesquad, David Starfire, Graintable, Signal Path, Danny Corn, Rena Jones, TOR, Random Rab, Nalepa, Eliot Lipp, Russ Liquid, Blockhead, Emancipator & more...
	 
Stay in touch with The Melting Pot Radio Show onSoundcloud for hours of mixes and interviewsFacebook to keep up on new releases upcoming shows and free tickets...
	 
 
","[""TAKIMBA""]",[],[]
http://kboo.fm/program/monday-sampler,The Monday Sampler,Current,"The Music Show that stops to talk, and it's a Talk Show take takes time to play music.","Every Monday from 2:00pm to 4:00pm. 

The Crazy Fun of Late Night Radio comes to Monday afternoons! A lively mix of Jazz, Swing, Classic Rock, Space Age Lounge Music, Modern Folk, Blues, and more from both CD and Vinyl! Local  and Touring Bands often drop by the studio to play live.  Special Guestsalso stop by, or call in,  to talk about Upcoming Performances, Happening Events, Movies, DVDs, Comic Books, CD Releases, Cartoons, and other High Trash, Art & Culture! Hosted second through fourth or fifth Mondays by that Over 40 Teenage Werewolf, Fortunato, assisted by Audio Pilots Captain Jon, Just Jess, and Dev L, The All-Hearing Ear.


First Mondays is the Singer Songwriter edition of the Monday Sampler, hosted by Ed Mellnik.
Music from  acoustic folk and contemporary singer songwriter genres.

 
","[""Matthew Clark"", ""Ed Mellnik"", ""justjess""]",[],[]
http://kboo.fm/program/motif-re-imagine-jazz-sensibility,The Motif: Re-Imagine a Jazz Sensibility,Current,The Motif: Re-Imagine a Jazz Sensibility,"Every Saturday from 2:00pm to 5:00pm.

Post modern representations of improvisation, across dramatic modes, and re-imagined spaces of diverse music genre. Hosted by The Motif, aka Yugen Kelsaw.
","[""Yugen""]",[],[]
http://kboo.fm/program/movement,The Movement,Current,Hip Hop Form Funktion Fusion,"Every Sunday from 10:00pm to 12:00am.
The finest in the latest and greatest, as well as classic HipHop/Soul/Funk/Electronic/Jazz/Fusion
","[""King Tim33.3""]",[],[]
http://kboo.fm/program/noontime-jamboree,The Noontime Jamboree,Current,Cowboy Country Hillbilly Western Swing and Old Jazz,"Every Monday from 12:00pm to 2:00pm.
Hawk and Retta bring you the Good Stuff.   American music at its best. 
","[""Retta Christie"", ""Wade Hockett""]",[],[]
http://kboo.fm/program/outside-world,The Outside World,Current,The Outside World,"Every Saturday from 12:00am (midnight) to 3:00am. 
","[""daniel""]",[],[]
http://kboo.fm/program/sacred-circle-temenos,"The Sacred Circle ""TEMENOS""",Current,"Alternating Thursdays @Midnight showcasing a wide variety of musical Genres, often focusing on theme","Thursdays 12:00am to 3:00am. Alternates weekly with The Asterism Rest Area.

Tune in on Alternating Thursdays @ Midnight and come in to The Sacred Circle ""TEMENOS"" Radio Show with Diablo -Dirty Diablo
Temenos =A sacred space where we can be ourselves without fear and the soul can be healed.
This is a late night radio show on alternating Thursday nights at Midnight (technically Friday mornings) where I'll be dropping some of my favorite tracks across a wide variety of musical Genres, often focusing on a theme.
A live mix tape.
Telling of story via music.
Moving your Mind, your Body AND your Soul.
 
Occasionally, I'll be joined by fellow music fanatics and record collectors where they'll have a opportunity to share some of their favorite music with you too, along with discussions and commentary about the artists, musical history, trivia, etc.
We'll also be featuring live performances by local musicians from time to time as well.
Tune in just before Midnight to:
90.7 FM Portland
91.9 FM Hood River • 104.3 FM Corvallis
or online @ http://kboo.fm/listen
Mobile Device @ http://m.kboo.fm/The Sacred Circle \\Temenos//Radio Show -Facebook Page: https://www.facebook.com/pages/The-Sacred-Circle-Temenos-Radio-Show/740822685963724
","[""Diablo""]",[],[]
http://kboo.fm/program/songcircle,The Songcircle,Current,Eclectic,"Every Friday from 1:30 pm - 3:00 pm

The Songcircle blends songs from various eras and genres to reveal new connections, exposing forgotten artists and discovering new ones, exploring different genres and topics, or responding to the events of the day.

Past guests include Peter Buck (REM), Rodriguez, Elvis Costello keyboardist Steve Nieve, Joe Ely, Wesley Stace a.k.a. John Wesley Harding, Laura Veirs, Richmond Fontaine, Jane Siberry, Freakwater, Erin McKeown, Barry McGuire (""Eve of Destruction""), Dan Bern, Annalisa Tornfelt, The Von Trapps, Casey Neill, Scott McCaughey of The Minus 5/Young Fresh Fellows, Tim Buckley lyricist Larry Beckett, noted music writers Greil Marcus and Peter Guralnick, and many others.
","[""Jeff Rosenberg""]",[],"[""Folk"", ""Eclectic""]"
http://kboo.fm/program/soundbox,The Soundbox,Current,We love music and turntables.,"Every Saturday from 10:00pm to 12:00am.

Music and Mayhem via downtempo, hip hop, rap, drum n bass, beat breaks, and everything else EXCEPT the kitchen.  via art, and space and all that's happened inbetween.  The Soundbox focuses on Local Hip Hop Noise,  Abstract Originators, Klassic hits, Respecting the Quiet Storm, and Toasting the Original.  Your Hosts are Deena B. and PDX Biologic.

PDX Biologic's Mixdown are here: http://www.mixcloud.com/pdxbiologic & https://soundcloud.com/pdxbiologic   

Deena Bee is over here: https://soundcloud.com/thesoundbox

 
","[""DeenaB."", ""PDX BioLogic""]",[],[]
http://kboo.fm/program/state-cannabis,The State of Cannabis,Current,"Interviews, guests and info on every aspect of Cannabis in Oregon","","[""Ed Mellnik""]","[""Activism"", ""Government/Politics"", ""Drugs"", ""Health""]",[]
http://kboo.fm/program/underground,The Underground,Current,"A wide range of issues affecting American youth including school, activism, and local events","4th Wednesday of every month from 6:00pm to 7:00pm.
The KBOO Youth Collective was started to create and run The Underground — the public affairs show on youth issues. The Underground first aired on May 22, 2002, and has since covered a wide range of issues affecting American youth, including unconventional schools, leaving for college, punishment, science, activism, traveling, food, cabbots, and much much more. We have regular pieces from community groups that we partner with.
We also have a 2 hour youth music show, Youth Randomonium, which is a showcase for Portland's incredible local youth talent. We are on the air the 4th Friday of each month from 10pm to Midnight. Send us your recordings, and we'll play them!
We are looking for people under 21 who would like to get involved in youth community radio as Reporters, Board Operators, Talent Scouts, and more!
Email youth@kboo.org or call Erin Yanke at (503) 231-8032 x221 to get involved!
","[""KBOO Youth Collective""]",[],[]
http://kboo.fm/program/world-jazz,The World of Jazz,Current,Celebrating the Art of Jazz,"Every other Wednesday from 2:00 pm to 4:00 pm

With the passing of venerable KBOO host David Lifton, Rita Rega will continue in David’s time slot to celebrate the art of jazz. The show “The World of Jazz” will look at this ever changing art-form and it's rich tradition. New releases will segue to familiar classics and back again. Informed conversation about our jazz community will also be presented. 
","[""Rita Rega""]",[],"[""Jazz""]"
http://kboo.fm/program/tiki-cha-cha-club,Tiki Cha Cha Club,Current,Lounge and Exotica,"Every Tuesday from 12:00am to 1:00am.
The Tiki Cha Cha Club is a musical dream-world - a place deep inside your mind - where everything old is new again - and you might even grow nostalgic for places you've never  been to before. Featuring music you've never heard before.
","[""Joe Woods""]",[],[]
http://kboo.fm/program/tonalli,Tonalli ,Current,"A Latina/o radio talk [spanish] show covering local, regional and international news. ","Every Tuesday from 2:30pm to 4:00pm.
The Tonalli Program is a Latina/o radio talk show covering local, regional and international news with an emphasis on social, cultural, educational and political analysis.
Radio Tonalli es un programa Latina/o que cubre noticias locales, regionales y internacionales con un emphasis en temas y analises sociales, culturales, educativas y politica.
Los puedes mandar un e-mail a kbootonalli@yahoo.com o por facebook/radiotonalli.
","[""Ruth Parra""]",[],[]
http://kboo.fm/program/transpositive-pdx-0,Transpositive PDX,Current,Transpositive PDX explores the vibrant activism in Portland reflecting the Transgender communities,"1st Tuesday of every month from 6:00pm to 7:00pm.  - See more at: http://migrate.kboo.fm/program#sthash.Wh2RE5JF.dpuf

1st Tuesday of every month from 6:00pm to 7:00pm.  - See more at: http://migrate.kboo.fm/program#sthash.Wh2RE5JF.dpuf

1st Tuesday of every month from 6:00pm to 7:00pm.  - See more at: http://migrate.kboo.fm/program#sthash.Wh2RE5JF.dpuf

1st Tuesday of every month from 6:00pm to 7:00pm. 

Transpositive PDX explores the vibrant activism going on in Portland reflecting the Transgender, Two Spirit, Non Binary and Gender Non-Conforming Community.  Through the strength of our vibrant and diverse Trans and Gender Queer communities.
Transpositive PDX connects listeners with the ongoing activist, arts, culture, and dialogue happening in Portland and beyond.  Transpositive PDX is especially concerned about the underrepresented voices of Trans People of Color, Homeless Youth, and the most vulnerable in our communities.  Make your voice heard!
Transpositive PDX is open to new and experienced programmers, guests and events you want our community to know about. For more information contact Emma at transpositivepdx@gmail.com
","[""emma lugo""]",[],[]
http://kboo.fm/program/ubu-hour,Ubu Hour,Current,Experimental radio theater with dada/surreal elements,"The Ubu Hour, inspired by Alfred Jarry's absurdist Ubu plays, airs experimental radio theater with dada/Surreal elements
","[""Rolf Semprebon""]","[""Radio Theater""]","[""Radio Theatre"", ""Experimental""]"
http://kboo.fm/program/veterans-voice-radio-show,Veteran's Voice Radio Show,Current,With Northwest Veterans for Peace,"Every 3rd Friday of the month from 9:00am to 10:00am.
Veteran's Voice Radio Show with Northwest Veterans for Peace deals with matters of war and peace. Also deals with veterans health issues and the after effects of war.
","[""Marvin R. Simmons""]",[],[]
http://kboo.fm/program/vinyl-pajama-party,Vinyl Pajama Party,Current,Late night variety,"Tuesdays from 3:00am to 5:30am. Alternates weekly with Portland General Electric.
","[""Brian""]",[],[]
http://kboo.fm/program/voices-animals,Voices for the Animals,Current,Voices for the Animals," 

Every 4th Monday of the month from 11:30am to 12:00pm.

 

""Voices for the Animals""  is a monthly half hour  program that tackles the issues around animal rights, with interviews of front line activists who are working to make a difference in the lives of animals arouond the world. With hosts Dab Steadman and Courtney Scott.

  Visit us on Facebook.
","[""dabsteadman"", ""scottwork""]","[""Animals"", ""Activism"", ""Agriculture""]",[]
http://kboo.fm/program/voices-edge,Voices from the Edge,Current,Progressive talk radio from a grassroots perspective,"Every Thursday from 8:00 am - 9:00 amAbout the program …Community dialogue is important.  Voices from the Edge lends a KBOO microphone to informed guests you might not hear anywhere else. With an hour to invest, the call-in format engages listeners in meaningful conversations about crucial issues like racial disparity, government accountability, environmental justice and politics on local, state and national levels. Join lively discussions about concerns that are important to you and our community. Together we’ll make Oregon and our nation a better place for a larger number of those living here.About the host …Jo Ann Hardesty is Principal Partner at Consult Hardesty. She serves as a subject matter expert on a myriad of issues and is available as a speaker, facilitator and campaign planner. A long-time voice for Portland's under-represented communities and a leader in the struggle against racial and economic injustice, Jo Ann was three times elected to the Oregon legislature and for many years Executive Director of Oregon Action. She’s been called on by the City of Portland to help re-write the City Charter and organizes those on the downside of power to pursue their interests from the local to the federal level. She is particularly committed to leadership development and in holding those in power accountable.Join the conversation …Join the conversation every Thursday morning from 8-9 a.m. by calling 503-231-8187. Keep the conversation going after the program at our blog at kboo.fm/voicesfromtheedge.Engineering: Steve Nassar 
","[""Jo Ann Hardesty"", ""Dave Mazza""]","[""Community Building"", ""Civil Rights/Human Rights"", ""African American"", ""Police""]",[]
http://kboo.fm/program/water-world,Water World,Current,A monthly Discussion of Water Politics Near and Far,"Please join Me, Kristin Yount, for a monthly discussion about water policy and politics. Privatization, assumed and official water rights, ignored treaties, industrial pollution threaten our water supplies. More than ever the health of our aquatic biome must be addressed. Our waterways reflect the health of the people, plants and animals on earth.

 

I aim to talk about water policy worldwide. For the next few months (July - September 2016). I will be focusing on the Willamette Harbor Superfund site, The CERLA (Comprehensive Environmental Response, Compensation, and Liability Act of 1980) or superfund process and how it effects Portland.

 

If you are not in Portland you can find your nearest CERCLA or Superfund site here

 

For a history of CERCLA go here

 

Watch this space for updates and links
","[""Kristin Y""]","[""Environment/Climate"", ""Law/Court/Crime"", ""Corporations"", ""Energy/Natural Resources"", ""Civil Rights/Human Rights""]",[]
